timebin,sid,sequence,use,group
1,42822113,CPCTs,0,LH
2,42822113,CPCTs,0,LH
3,42822113,CPCTs,0,LH
0,42822113,CPTs,1,LH
1,42822113,CPTs,0,LH
2,42822113,CPTs,0,LH
3,42822113,CPTs,0,LH
0,42822113,CTbC,0,LH
1,42822113,CTbC,0,LH
2,42822113,CTbC,0,LH
3,42822113,CTbC,0,LH
0,42822113,CTbP,0,LH
1,42822113,CTbP,0,LH
2,42822113,CTbP,0,LH
3,42822113,CTbP,0,LH
0,42822113,CTbPC,0,LH
1,42822113,CTbPC,0,LH
2,42822113,CTbPC,0,LH
3,42822113,CTbPC,0,LH
0,42822113,CTcPTcP,0,LH
1,42822113,CTcPTcP,0,LH
2,42822113,CTcPTcP,0,LH
3,42822113,CTcPTcP,0,LH
0,42822113,CTsCTs,0,LH
1,42822113,CTsCTs,0,LH
2,42822113,CTsCTs,0,LH
3,42822113,CTsCTs,0,LH
0,42822113,PCTbP,0,LH
1,42822113,PCTbP,0,LH
2,42822113,PCTbP,0,LH
3,42822113,PCTbP,0,LH
0,42822113,PCTsP,0,LH
1,42822113,PCTsP,0,LH
2,42822113,PCTsP,0,LH
3,42822113,PCTsP,0,LH
0,42822113,PTb,1,LH
1,42822113,PTb,0,LH
2,42822113,PTb,0,LH
3,42822113,PTb,0,LH
0,42822113,PTsPC,1,LH
1,42822113,PTsPC,0,LH
2,42822113,PTsPC,0,LH
3,42822113,PTsPC,0,LH
0,42822113,TbCP,0,LH
1,42822113,TbCP,0,LH
2,42822113,TbCP,0,LH
3,42822113,TbCP,0,LH
0,42822113,TbP,1,LH
1,42822113,TbP,0,LH
2,42822113,TbP,0,LH
3,42822113,TbP,0,LH
0,42822113,TbPC,1,LH
1,42822113,TbPC,0,LH
2,42822113,TbPC,0,LH
3,42822113,TbPC,0,LH
0,42822113,TbPCP,1,LH
1,42822113,TbPCP,0,LH
2,42822113,TbPCP,0,LH
3,42822113,TbPCP,0,LH
0,43999105,CPCTs,1,LH
1,43999105,CPCTs,1,LH
2,43999105,CPCTs,0,LH
3,43999105,CPCTs,1,LH
0,43999105,CPTs,0,LH
1,43999105,CPTs,1,LH
2,43999105,CPTs,0,LH
3,43999105,CPTs,0,LH
0,43999105,CTbC,1,LH
1,43999105,CTbC,0,LH
2,43999105,CTbC,0,LH
3,43999105,CTbC,0,LH
0,43999105,CTbP,0,LH
1,43999105,CTbP,0,LH
2,43999105,CTbP,0,LH
3,43999105,CTbP,0,LH
0,43999105,CTbPC,0,LH
1,43999105,CTbPC,0,LH
2,43999105,CTbPC,0,LH
3,43999105,CTbPC,0,LH
0,43999105,CTcPTcP,0,LH
1,43999105,CTcPTcP,0,LH
2,43999105,CTcPTcP,0,LH
3,43999105,CTcPTcP,0,LH
0,43999105,CTsCTs,0,LH
1,43999105,CTsCTs,0,LH
2,43999105,CTsCTs,0,LH
3,43999105,CTsCTs,0,LH
0,43999105,PCTbP,0,LH
1,43999105,PCTbP,0,LH
2,43999105,PCTbP,0,LH
3,43999105,PCTbP,0,LH
0,43999105,PCTsP,1,LH
1,43999105,PCTsP,1,LH
2,43999105,PCTsP,0,LH
3,43999105,PCTsP,0,LH
0,43999105,PTb,1,LH
1,43999105,PTb,0,LH
2,43999105,PTb,0,LH
3,43999105,PTb,0,LH
0,43999105,PTsPC,1,LH
1,43999105,PTsPC,1,LH
2,43999105,PTsPC,0,LH
3,43999105,PTsPC,0,LH
0,43999105,TbCP,1,LH
1,43999105,TbCP,0,LH
2,43999105,TbCP,0,LH
3,43999105,TbCP,0,LH
0,43999105,TbP,0,LH
1,43999105,TbP,0,LH
2,43999105,TbP,0,LH
3,43999105,TbP,0,LH
0,43999105,TbPC,0,LH
1,43999105,TbPC,0,LH
2,43999105,TbPC,0,LH
3,43999105,TbPC,0,LH
0,43999105,TbPCP,0,LH
1,43999105,TbPCP,0,LH
2,43999105,TbPCP,0,LH
3,43999105,TbPCP,0,LH
0,44827119,CPCTs,0,LL
1,44827119,CPCTs,0,LL
2,44827119,CPCTs,0,LL
3,44827119,CPCTs,0,LL
0,44827119,CPTs,0,LL
1,44827119,CPTs,0,LL
2,44827119,CPTs,0,LL
3,44827119,CPTs,0,LL
0,44827119,CTbC,0,LL
1,44827119,CTbC,0,LL
2,44827119,CTbC,0,LL
3,44827119,CTbC,0,LL
0,44827119,CTbP,1,LL
1,44827119,CTbP,0,LL
2,44827119,CTbP,0,LL
3,44827119,CTbP,0,LL
0,44827119,CTbPC,1,LL
1,44827119,CTbPC,0,LL
2,44827119,CTbPC,0,LL
3,44827119,CTbPC,0,LL
0,44827119,CTcPTcP,0,LL
1,44827119,CTcPTcP,0,LL
2,44827119,CTcPTcP,0,LL
3,44827119,CTcPTcP,0,LL
0,44827119,CTsCTs,0,LL
1,44827119,CTsCTs,0,LL
2,44827119,CTsCTs,0,LL
3,44827119,CTsCTs,0,LL
0,44827119,PCTbP,1,LL
1,44827119,PCTbP,0,LL
2,44827119,PCTbP,0,LL
3,44827119,PCTbP,0,LL
0,44827119,PCTsP,0,LL
1,44827119,PCTsP,0,LL
2,44827119,PCTsP,0,LL
3,44827119,PCTsP,0,LL
0,44827119,PTb,1,LL
1,44827119,PTb,0,LL
2,44827119,PTb,0,LL
3,44827119,PTb,0,LL
0,44827119,PTsPC,0,LL
1,44827119,PTsPC,0,LL
2,44827119,PTsPC,0,LL
3,44827119,PTsPC,0,LL
0,44827119,TbCP,0,LL
1,44827119,TbCP,0,LL
2,44827119,TbCP,0,LL
3,44827119,TbCP,0,LL
0,44827119,TbP,1,LL
1,44827119,TbP,0,LL
2,44827119,TbP,0,LL
3,44827119,TbP,0,LL
0,44827119,TbPC,1,LL
1,44827119,TbPC,0,LL
2,44827119,TbPC,0,LL
3,44827119,TbPC,0,LL
0,44827119,TbPCP,1,LL
1,44827119,TbPCP,0,LL
2,44827119,TbPCP,0,LL
3,44827119,TbPCP,0,LL
0,46231117,CPCTs,0,LH
1,46231117,CPCTs,0,LH
2,46231117,CPCTs,0,LH
3,46231117,CPCTs,0,LH
0,46231117,CPTs,0,LH
1,46231117,CPTs,0,LH
2,46231117,CPTs,0,LH
3,46231117,CPTs,0,LH
0,46231117,CTbC,0,LH
1,46231117,CTbC,1,LH
2,46231117,CTbC,1,LH
3,46231117,CTbC,1,LH
0,46231117,CTbP,0,LH
1,46231117,CTbP,0,LH
2,46231117,CTbP,0,LH
3,46231117,CTbP,0,LH
0,46231117,CTbPC,0,LH
1,46231117,CTbPC,0,LH
2,46231117,CTbPC,0,LH
3,46231117,CTbPC,0,LH
0,46231117,CTcPTcP,0,LH
1,46231117,CTcPTcP,0,LH
2,46231117,CTcPTcP,0,LH
3,46231117,CTcPTcP,0,LH
0,46231117,CTsCTs,0,LH
1,46231117,CTsCTs,1,LH
2,46231117,CTsCTs,0,LH
3,46231117,CTsCTs,0,LH
0,46231117,PCTbP,0,LH
1,46231117,PCTbP,0,LH
2,46231117,PCTbP,0,LH
3,46231117,PCTbP,0,LH
0,46231117,PCTsP,0,LH
1,46231117,PCTsP,0,LH
2,46231117,PCTsP,0,LH
3,46231117,PCTsP,0,LH
0,46231117,PTb,0,LH
1,46231117,PTb,0,LH
2,46231117,PTb,0,LH
3,46231117,PTb,0,LH
0,46231117,PTsPC,0,LH
1,46231117,PTsPC,0,LH
2,46231117,PTsPC,0,LH
3,46231117,PTsPC,0,LH
0,46231117,TbCP,0,LH
1,46231117,TbCP,0,LH
2,46231117,TbCP,0,LH
3,46231117,TbCP,0,LH
0,46231117,TbP,0,LH
1,46231117,TbP,0,LH
2,46231117,TbP,0,LH
3,46231117,TbP,0,LH
0,46231117,TbPC,0,LH
1,46231117,TbPC,0,LH
2,46231117,TbPC,0,LH
3,46231117,TbPC,0,LH
0,46231117,TbPCP,0,LH
1,46231117,TbPCP,0,LH
2,46231117,TbPCP,0,LH
3,46231117,TbPCP,0,LH
0,48107113,CPCTs,0,LL
1,48107113,CPCTs,0,LL
2,48107113,CPCTs,0,LL
3,48107113,CPCTs,0,LL
0,48107113,CPTs,0,LL
1,48107113,CPTs,0,LL
2,48107113,CPTs,0,LL
3,48107113,CPTs,0,LL
0,48107113,CTbC,1,LL
1,48107113,CTbC,1,LL
2,48107113,CTbC,0,LL
3,48107113,CTbC,0,LL
0,48107113,CTbP,1,LL
1,48107113,CTbP,0,LL
2,48107113,CTbP,0,LL
3,48107113,CTbP,0,LL
0,48107113,CTbPC,0,LL
1,48107113,CTbPC,0,LL
2,48107113,CTbPC,0,LL
3,48107113,CTbPC,0,LL
0,48107113,CTcPTcP,0,LL
1,48107113,CTcPTcP,0,LL
2,48107113,CTcPTcP,0,LL
3,48107113,CTcPTcP,0,LL
0,48107113,CTsCTs,0,LL
1,48107113,CTsCTs,0,LL
2,48107113,CTsCTs,0,LL
3,48107113,CTsCTs,0,LL
0,48107113,PCTbP,0,LL
1,48107113,PCTbP,0,LL
2,48107113,PCTbP,0,LL
3,48107113,PCTbP,0,LL
0,48107113,PCTsP,0,LL
1,48107113,PCTsP,0,LL
2,48107113,PCTsP,0,LL
3,48107113,PCTsP,0,LL
0,48107113,PTb,1,LL
1,48107113,PTb,1,LL
2,48107113,PTb,0,LL
3,48107113,PTb,0,LL
0,48107113,PTsPC,0,LL
1,48107113,PTsPC,0,LL
2,48107113,PTsPC,0,LL
3,48107113,PTsPC,0,LL
0,48107113,TbCP,0,LL
1,48107113,TbCP,0,LL
2,48107113,TbCP,0,LL
3,48107113,TbCP,0,LL
0,48107113,TbP,1,LL
1,48107113,TbP,0,LL
2,48107113,TbP,0,LL
3,48107113,TbP,0,LL
0,48107113,TbPC,1,LL
1,48107113,TbPC,0,LL
2,48107113,TbPC,0,LL
3,48107113,TbPC,0,LL
0,48107113,TbPCP,0,LL
1,48107113,TbPCP,0,LL
2,48107113,TbPCP,0,LL
3,48107113,TbPCP,0,LL
0,51086123,CPCTs,0,HH
1,51086123,CPCTs,0,HH
2,51086123,CPCTs,0,HH
3,51086123,CPCTs,0,HH
0,51086123,CPTs,0,HH
1,51086123,CPTs,0,HH
2,51086123,CPTs,0,HH
3,51086123,CPTs,0,HH
0,51086123,CTbC,0,HH
1,51086123,CTbC,0,HH
2,51086123,CTbC,0,HH
3,51086123,CTbC,0,HH
0,51086123,CTbP,1,HH
1,51086123,CTbP,0,HH
2,51086123,CTbP,0,HH
3,51086123,CTbP,0,HH
0,51086123,CTbPC,0,HH
1,51086123,CTbPC,0,HH
2,51086123,CTbPC,0,HH
3,51086123,CTbPC,0,HH
0,51086123,CTcPTcP,0,HH
1,51086123,CTcPTcP,0,HH
2,51086123,CTcPTcP,0,HH
3,51086123,CTcPTcP,0,HH
0,51086123,CTsCTs,0,HH
1,51086123,CTsCTs,0,HH
2,51086123,CTsCTs,0,HH
3,51086123,CTsCTs,0,HH
0,51086123,PCTbP,1,HH
1,51086123,PCTbP,0,HH
2,51086123,PCTbP,0,HH
3,51086123,PCTbP,0,HH
0,51086123,PCTsP,0,HH
1,51086123,PCTsP,0,HH
2,51086123,PCTsP,0,HH
3,51086123,PCTsP,0,HH
0,51086123,PTb,1,HH
1,51086123,PTb,1,HH
2,51086123,PTb,0,HH
3,51086123,PTb,0,HH
0,51086123,PTsPC,0,HH
1,51086123,PTsPC,0,HH
2,51086123,PTsPC,0,HH
3,51086123,PTsPC,0,HH
0,51086123,TbCP,0,HH
1,51086123,TbCP,0,HH
2,51086123,TbCP,0,HH
3,51086123,TbCP,0,HH
0,51086123,TbP,1,HH
1,51086123,TbP,0,HH
2,51086123,TbP,0,HH
3,51086123,TbP,0,HH
0,51086123,TbPC,1,HH
1,51086123,TbPC,0,HH
2,51086123,TbPC,0,HH
3,51086123,TbPC,0,HH
0,51086123,TbPCP,0,HH
1,51086123,TbPCP,0,HH
2,51086123,TbPCP,0,HH
3,51086123,TbPCP,0,HH
0,51352592,CPCTs,1,LL
1,51352592,CPCTs,0,LL
2,51352592,CPCTs,0,LL
3,51352592,CPCTs,0,LL
0,51352592,CPTs,0,LL
1,51352592,CPTs,0,LL
2,51352592,CPTs,0,LL
3,51352592,CPTs,0,LL
0,51352592,CTbC,0,LL
1,51352592,CTbC,0,LL
2,51352592,CTbC,0,LL
3,51352592,CTbC,0,LL
0,51352592,CTbP,0,LL
1,51352592,CTbP,0,LL
2,51352592,CTbP,0,LL
3,51352592,CTbP,0,LL
0,51352592,CTbPC,0,LL
1,51352592,CTbPC,0,LL
2,51352592,CTbPC,0,LL
3,51352592,CTbPC,0,LL
0,51352592,CTcPTcP,0,LL
1,51352592,CTcPTcP,0,LL
2,51352592,CTcPTcP,0,LL
3,51352592,CTcPTcP,0,LL
0,51352592,CTsCTs,1,LL
1,51352592,CTsCTs,0,LL
2,51352592,CTsCTs,0,LL
3,51352592,CTsCTs,0,LL
0,51352592,PCTbP,0,LL
1,51352592,PCTbP,0,LL
2,51352592,PCTbP,0,LL
3,51352592,PCTbP,0,LL
0,51352592,PCTsP,0,LL
1,51352592,PCTsP,0,LL
2,51352592,PCTsP,0,LL
3,51352592,PCTsP,0,LL
0,51352592,PTb,0,LL
1,51352592,PTb,0,LL
2,51352592,PTb,0,LL
3,51352592,PTb,0,LL
0,51352592,PTsPC,0,LL
1,51352592,PTsPC,0,LL
2,51352592,PTsPC,0,LL
3,51352592,PTsPC,0,LL
0,51352592,TbCP,0,LL
1,51352592,TbCP,0,LL
2,51352592,TbCP,0,LL
3,51352592,TbCP,0,LL
0,51352592,TbP,0,LL
1,51352592,TbP,0,LL
2,51352592,TbP,0,LL
3,51352592,TbP,0,LL
0,51352592,TbPC,0,LL
1,51352592,TbPC,0,LL
2,51352592,TbPC,0,LL
3,51352592,TbPC,0,LL
0,51352592,TbPCP,0,LL
1,51352592,TbPCP,0,LL
2,51352592,TbPCP,0,LL
3,51352592,TbPCP,0,LL
0,51876107,CPCTs,1,LH
1,51876107,CPCTs,0,LH
2,51876107,CPCTs,0,LH
3,51876107,CPCTs,0,LH
0,51876107,CPTs,0,LH
1,51876107,CPTs,1,LH
2,51876107,CPTs,0,LH
3,51876107,CPTs,0,LH
0,51876107,CTbC,1,LH
1,51876107,CTbC,0,LH
2,51876107,CTbC,0,LH
3,51876107,CTbC,0,LH
0,51876107,CTbP,0,LH
1,51876107,CTbP,0,LH
2,51876107,CTbP,0,LH
3,51876107,CTbP,0,LH
0,51876107,CTbPC,0,LH
1,51876107,CTbPC,0,LH
2,51876107,CTbPC,0,LH
3,51876107,CTbPC,0,LH
0,51876107,CTcPTcP,0,LH
1,51876107,CTcPTcP,0,LH
2,51876107,CTcPTcP,0,LH
3,51876107,CTcPTcP,0,LH
0,51876107,CTsCTs,0,LH
1,51876107,CTsCTs,0,LH
2,51876107,CTsCTs,0,LH
3,51876107,CTsCTs,0,LH
0,51876107,PCTbP,0,LH
1,51876107,PCTbP,0,LH
2,51876107,PCTbP,0,LH
3,51876107,PCTbP,0,LH
0,51876107,PCTsP,1,LH
1,51876107,PCTsP,0,LH
2,51876107,PCTsP,0,LH
3,51876107,PCTsP,0,LH
0,51876107,PTb,0,LH
1,51876107,PTb,0,LH
2,51876107,PTb,0,LH
3,51876107,PTb,0,LH
0,51876107,PTsPC,1,LH
1,51876107,PTsPC,0,LH
2,51876107,PTsPC,1,LH
3,51876107,PTsPC,0,LH
0,51876107,TbCP,1,LH
1,51876107,TbCP,0,LH
2,51876107,TbCP,0,LH
3,51876107,TbCP,0,LH
0,51876107,TbP,0,LH
1,51876107,TbP,0,LH
2,51876107,TbP,0,LH
3,51876107,TbP,0,LH
0,51876107,TbPC,0,LH
1,51876107,TbPC,0,LH
2,51876107,TbPC,0,LH
3,51876107,TbPC,0,LH
0,51876107,TbPCP,0,LH
1,51876107,TbPCP,0,LH
2,51876107,TbPCP,0,LH
3,51876107,TbPCP,0,LH
0,52041105,CPCTs,0,LH
1,52041105,CPCTs,0,LH
2,52041105,CPCTs,0,LH
3,52041105,CPCTs,0,LH
0,52041105,CPTs,0,LH
1,52041105,CPTs,0,LH
2,52041105,CPTs,0,LH
3,52041105,CPTs,0,LH
0,52041105,CTbC,0,LH
1,52041105,CTbC,0,LH
2,52041105,CTbC,0,LH
3,52041105,CTbC,1,LH
0,52041105,CTbP,0,LH
1,52041105,CTbP,0,LH
2,52041105,CTbP,0,LH
3,52041105,CTbP,0,LH
0,52041105,CTbPC,0,LH
1,52041105,CTbPC,0,LH
2,52041105,CTbPC,0,LH
3,52041105,CTbPC,0,LH
0,52041105,CTcPTcP,0,LH
1,52041105,CTcPTcP,0,LH
2,52041105,CTcPTcP,0,LH
3,52041105,CTcPTcP,0,LH
0,52041105,CTsCTs,0,LH
1,52041105,CTsCTs,0,LH
2,52041105,CTsCTs,0,LH
3,52041105,CTsCTs,0,LH
0,52041105,PCTbP,0,LH
1,52041105,PCTbP,0,LH
2,52041105,PCTbP,0,LH
3,52041105,PCTbP,0,LH
0,52041105,PCTsP,0,LH
1,52041105,PCTsP,0,LH
2,52041105,PCTsP,1,LH
3,52041105,PCTsP,0,LH
0,52041105,PTb,0,LH
1,52041105,PTb,0,LH
2,52041105,PTb,0,LH
3,52041105,PTb,0,LH
0,52041105,PTsPC,0,LH
1,52041105,PTsPC,0,LH
2,52041105,PTsPC,0,LH
3,52041105,PTsPC,0,LH
0,52041105,TbCP,0,LH
1,52041105,TbCP,0,LH
2,52041105,TbCP,0,LH
3,52041105,TbCP,0,LH
0,52041105,TbP,0,LH
1,52041105,TbP,0,LH
2,52041105,TbP,0,LH
3,52041105,TbP,0,LH
0,52041105,TbPC,0,LH
1,52041105,TbPC,0,LH
2,52041105,TbPC,0,LH
3,52041105,TbPC,0,LH
0,52041105,TbPCP,0,LH
1,52041105,TbPCP,0,LH
2,52041105,TbPCP,0,LH
3,52041105,TbPCP,0,LH
0,55188124,CPCTs,0,LH
1,55188124,CPCTs,0,LH
2,55188124,CPCTs,0,LH
3,55188124,CPCTs,0,LH
0,55188124,CPTs,0,LH
1,55188124,CPTs,0,LH
2,55188124,CPTs,0,LH
3,55188124,CPTs,1,LH
0,55188124,CTbC,1,LH
1,55188124,CTbC,0,LH
2,55188124,CTbC,0,LH
3,55188124,CTbC,0,LH
0,55188124,CTbP,0,LH
1,55188124,CTbP,0,LH
2,55188124,CTbP,0,LH
3,55188124,CTbP,0,LH
0,55188124,CTbPC,0,LH
1,55188124,CTbPC,0,LH
2,55188124,CTbPC,0,LH
3,55188124,CTbPC,0,LH
0,55188124,CTcPTcP,0,LH
1,55188124,CTcPTcP,0,LH
2,55188124,CTcPTcP,0,LH
3,55188124,CTcPTcP,0,LH
0,55188124,CTsCTs,0,LH
1,55188124,CTsCTs,0,LH
2,55188124,CTsCTs,0,LH
3,55188124,CTsCTs,0,LH
0,55188124,PCTbP,0,LH
1,55188124,PCTbP,0,LH
2,55188124,PCTbP,0,LH
3,55188124,PCTbP,0,LH
0,55188124,PCTsP,0,LH
1,55188124,PCTsP,1,LH
2,55188124,PCTsP,0,LH
3,55188124,PCTsP,0,LH
0,55188124,PTb,0,LH
1,55188124,PTb,0,LH
2,55188124,PTb,0,LH
3,55188124,PTb,0,LH
0,55188124,PTsPC,0,LH
1,55188124,PTsPC,0,LH
2,55188124,PTsPC,0,LH
3,55188124,PTsPC,1,LH
0,55188124,TbCP,0,LH
1,55188124,TbCP,0,LH
2,55188124,TbCP,0,LH
3,55188124,TbCP,0,LH
0,55188124,TbP,0,LH
1,55188124,TbP,0,LH
2,55188124,TbP,0,LH
3,55188124,TbP,0,LH
0,55188124,TbPC,0,LH
1,55188124,TbPC,0,LH
2,55188124,TbPC,0,LH
3,55188124,TbPC,0,LH
0,55188124,TbPCP,0,LH
1,55188124,TbPCP,0,LH
2,55188124,TbPCP,0,LH
3,55188124,TbPCP,0,LH
0,57521121,CPCTs,0,LL
1,57521121,CPCTs,0,LL
2,57521121,CPCTs,0,LL
3,57521121,CPCTs,0,LL
0,57521121,CPTs,0,LL
1,57521121,CPTs,0,LL
2,57521121,CPTs,0,LL
3,57521121,CPTs,0,LL
0,57521121,CTbC,1,LL
1,57521121,CTbC,0,LL
2,57521121,CTbC,0,LL
3,57521121,CTbC,0,LL
0,57521121,CTbP,1,LL
1,57521121,CTbP,0,LL
2,57521121,CTbP,0,LL
3,57521121,CTbP,0,LL
0,57521121,CTbPC,1,LL
1,57521121,CTbPC,0,LL
2,57521121,CTbPC,0,LL
3,57521121,CTbPC,0,LL
0,57521121,CTcPTcP,0,LL
1,57521121,CTcPTcP,0,LL
2,57521121,CTcPTcP,0,LL
3,57521121,CTcPTcP,0,LL
0,57521121,CTsCTs,0,LL
1,57521121,CTsCTs,0,LL
2,57521121,CTsCTs,0,LL
3,57521121,CTsCTs,0,LL
0,57521121,PCTbP,1,LL
1,57521121,PCTbP,0,LL
2,57521121,PCTbP,0,LL
3,57521121,PCTbP,0,LL
0,57521121,PCTsP,0,LL
1,57521121,PCTsP,0,LL
2,57521121,PCTsP,0,LL
3,57521121,PCTsP,0,LL
0,57521121,PTb,0,LL
1,57521121,PTb,0,LL
2,57521121,PTb,0,LL
3,57521121,PTb,0,LL
0,57521121,PTsPC,0,LL
1,57521121,PTsPC,0,LL
2,57521121,PTsPC,0,LL
3,57521121,PTsPC,0,LL
0,57521121,TbCP,1,LL
1,57521121,TbCP,0,LL
2,57521121,TbCP,0,LL
3,57521121,TbCP,0,LL
0,57521121,TbP,1,LL
1,57521121,TbP,0,LL
2,57521121,TbP,0,LL
3,57521121,TbP,0,LL
0,57521121,TbPC,1,LL
1,57521121,TbPC,0,LL
2,57521121,TbPC,0,LL
3,57521121,TbPC,0,LL
0,57521121,TbPCP,0,LL
1,57521121,TbPCP,0,LL
2,57521121,TbPCP,0,LL
3,57521121,TbPCP,0,LL
0,59553121,CPCTs,0,HH
1,59553121,CPCTs,0,HH
2,59553121,CPCTs,0,HH
3,59553121,CPCTs,0,HH
0,59553121,CPTs,1,HH
1,59553121,CPTs,1,HH
2,59553121,CPTs,1,HH
3,59553121,CPTs,1,HH
0,59553121,CTbC,0,HH
1,59553121,CTbC,0,HH
2,59553121,CTbC,0,HH
3,59553121,CTbC,0,HH
0,59553121,CTbP,1,HH
1,59553121,CTbP,0,HH
2,59553121,CTbP,0,HH
3,59553121,CTbP,0,HH
0,59553121,CTbPC,1,HH
1,59553121,CTbPC,0,HH
2,59553121,CTbPC,0,HH
3,59553121,CTbPC,0,HH
0,59553121,CTcPTcP,0,HH
1,59553121,CTcPTcP,0,HH
2,59553121,CTcPTcP,0,HH
3,59553121,CTcPTcP,0,HH
0,59553121,CTsCTs,1,HH
1,59553121,CTsCTs,0,HH
2,59553121,CTsCTs,0,HH
3,59553121,CTsCTs,0,HH
0,59553121,PCTbP,1,HH
1,59553121,PCTbP,0,HH
2,59553121,PCTbP,0,HH
3,59553121,PCTbP,0,HH
0,59553121,PCTsP,0,HH
1,59553121,PCTsP,0,HH
2,59553121,PCTsP,0,HH
3,59553121,PCTsP,0,HH
0,59553121,PTb,1,HH
1,59553121,PTb,0,HH
2,59553121,PTb,0,HH
3,59553121,PTb,0,HH
0,59553121,PTsPC,1,HH
1,59553121,PTsPC,0,HH
2,59553121,PTsPC,0,HH
3,59553121,PTsPC,0,HH
0,59553121,TbCP,0,HH
1,59553121,TbCP,0,HH
2,59553121,TbCP,0,HH
3,59553121,TbCP,0,HH
0,59553121,TbP,1,HH
1,59553121,TbP,0,HH
2,59553121,TbP,0,HH
3,59553121,TbP,0,HH
0,59553121,TbPC,1,HH
1,59553121,TbPC,0,HH
2,59553121,TbPC,0,HH
3,59553121,TbPC,0,HH
0,59553121,TbPCP,1,HH
1,59553121,TbPCP,0,HH
2,59553121,TbPCP,0,HH
3,59553121,TbPCP,0,HH
0,60076128,CPCTs,0,LH
1,60076128,CPCTs,0,LH
2,60076128,CPCTs,0,LH
3,60076128,CPCTs,0,LH
0,60076128,CPTs,0,LH
1,60076128,CPTs,0,LH
2,60076128,CPTs,0,LH
3,60076128,CPTs,0,LH
0,60076128,CTbC,0,LH
1,60076128,CTbC,0,LH
2,60076128,CTbC,0,LH
3,60076128,CTbC,0,LH
0,60076128,CTbP,0,LH
1,60076128,CTbP,0,LH
2,60076128,CTbP,0,LH
3,60076128,CTbP,0,LH
0,60076128,CTbPC,0,LH
1,60076128,CTbPC,0,LH
2,60076128,CTbPC,0,LH
3,60076128,CTbPC,0,LH
0,60076128,CTcPTcP,0,LH
1,60076128,CTcPTcP,0,LH
2,60076128,CTcPTcP,0,LH
3,60076128,CTcPTcP,0,LH
0,60076128,CTsCTs,0,LH
1,60076128,CTsCTs,0,LH
2,60076128,CTsCTs,0,LH
3,60076128,CTsCTs,0,LH
0,60076128,PCTbP,0,LH
1,60076128,PCTbP,0,LH
2,60076128,PCTbP,0,LH
3,60076128,PCTbP,0,LH
0,60076128,PCTsP,0,LH
1,60076128,PCTsP,0,LH
2,60076128,PCTsP,0,LH
3,60076128,PCTsP,0,LH
0,60076128,PTb,0,LH
1,60076128,PTb,0,LH
2,60076128,PTb,0,LH
3,60076128,PTb,0,LH
0,60076128,PTsPC,0,LH
1,60076128,PTsPC,0,LH
2,60076128,PTsPC,0,LH
3,60076128,PTsPC,0,LH
0,60076128,TbCP,0,LH
1,60076128,TbCP,0,LH
2,60076128,TbCP,0,LH
3,60076128,TbCP,0,LH
0,60076128,TbP,0,LH
1,60076128,TbP,0,LH
2,60076128,TbP,0,LH
3,60076128,TbP,0,LH
0,60076128,TbPC,0,LH
1,60076128,TbPC,0,LH
2,60076128,TbPC,0,LH
3,60076128,TbPC,0,LH
0,60076128,TbPCP,0,LH
1,60076128,TbPCP,0,LH
2,60076128,TbPCP,0,LH
3,60076128,TbPCP,0,LH
0,61117124,CPCTs,0,LH
1,61117124,CPCTs,0,LH
2,61117124,CPCTs,0,LH
3,61117124,CPCTs,0,LH
0,61117124,CPTs,0,LH
1,61117124,CPTs,0,LH
2,61117124,CPTs,0,LH
3,61117124,CPTs,0,LH
0,61117124,CTbC,0,LH
1,61117124,CTbC,0,LH
2,61117124,CTbC,0,LH
3,61117124,CTbC,0,LH
0,61117124,CTbP,0,LH
1,61117124,CTbP,0,LH
2,61117124,CTbP,0,LH
3,61117124,CTbP,0,LH
0,61117124,CTbPC,0,LH
1,61117124,CTbPC,0,LH
2,61117124,CTbPC,0,LH
3,61117124,CTbPC,0,LH
0,61117124,CTcPTcP,0,LH
1,61117124,CTcPTcP,0,LH
2,61117124,CTcPTcP,0,LH
3,61117124,CTcPTcP,0,LH
0,61117124,CTsCTs,0,LH
1,61117124,CTsCTs,0,LH
2,61117124,CTsCTs,0,LH
3,61117124,CTsCTs,0,LH
0,61117124,PCTbP,0,LH
1,61117124,PCTbP,0,LH
2,61117124,PCTbP,0,LH
3,61117124,PCTbP,0,LH
0,61117124,PCTsP,0,LH
1,61117124,PCTsP,0,LH
2,61117124,PCTsP,0,LH
3,61117124,PCTsP,0,LH
0,61117124,PTb,0,LH
1,61117124,PTb,0,LH
2,61117124,PTb,0,LH
3,61117124,PTb,0,LH
0,61117124,PTsPC,0,LH
1,61117124,PTsPC,0,LH
2,61117124,PTsPC,0,LH
3,61117124,PTsPC,0,LH
0,61117124,TbCP,0,LH
1,61117124,TbCP,0,LH
2,61117124,TbCP,0,LH
3,61117124,TbCP,0,LH
0,61117124,TbP,0,LH
1,61117124,TbP,0,LH
2,61117124,TbP,0,LH
3,61117124,TbP,0,LH
0,61117124,TbPC,0,LH
1,61117124,TbPC,0,LH
2,61117124,TbPC,0,LH
3,61117124,TbPC,0,LH
0,61117124,TbPCP,0,LH
1,61117124,TbPCP,0,LH
2,61117124,TbPCP,0,LH
3,61117124,TbPCP,0,LH
0,61296129,CPCTs,0,HH
1,61296129,CPCTs,0,HH
2,61296129,CPCTs,0,HH
