File name,verified student ID,activity,order,use?
2013-07-10_11-00-58_1oe1899cen7i62tokeeuceqvda_sot4stocj2r28ldknvj926lrsvv.txt',66828119,2 resistor,2,
2013-07-10_11-30-02_1oe1899cen7i62tokeeuceqvda_spnpu3vilb5vd1st116cqce89m0.txt',66828119,3 puzzle,3,ignore - too short
2013-03-21_10-23-20_89pvauhne8vu9b49ufu7tv032u_sqsc94rob7h23ju69if531565ti.txt',67755125,1 light bulbs,1,
2013-03-21_11-07-13_89pvauhne8vu9b49ufu7tv032u_st493apn7m7cqar60emm0s8k44b.txt',67755125,2 resistor,2,
2013-07-12_09-46-25_tj5800gesloa7509m6j9btt938_s7o1oup5ga5jinnc3c6mkl60bgc.txt',67899116,1 light bulbs,1,
2013-07-12_10-28-05_tj5800gesloa7509m6j9btt938_s1f41b4kifd0n7ejabllscicelq.txt',67899116,2-3 resistor-puzzle,2,
2013-07-09_14-18-22_mqen1n0cuec20krsm433r9bd8a_svqkhbns95986nuhpc6mvlj8c0l.txt',68995094,1 light bulbs,1,
2013-07-09_15-00-56_mqen1n0cuec20krsm433r9bd8a_sfkij6u23c0719k9q1uq6bud65u.txt',68995094,2 resistor,2,
2013-07-09_15-20-43_mqen1n0cuec20krsm433r9bd8a_s6me7lfcc164enimhar61gdfa1.txt',68995094,3 puzzle,3,
2013-03-21_14-52-30_89pvauhne8vu9b49ufu7tv032u_squbc5v5e4v48hj51p0a0kpf3np.txt',69251126,1 light bulbs,1,
2013-03-21_15-39-29_89pvauhne8vu9b49ufu7tv032u_sj4mld6rdeqidm3m70tsnfp20e9.txt',69251126,2-3 resistor-puzzle,2,
2013-03-21_10-23-01_89pvauhne8vu9b49ufu7tv032u_soe7ls3lm8v1ssmj1n58qc2dkr9.txt',70209120,1 light bulbs,1,
2013-03-21_11-07-08_89pvauhne8vu9b49ufu7tv032u_sh1r4a04pqgrp56pubuobgqrkl1.txt',70209120,2 resistor,2,
2013-03-21_11-34-46_89pvauhne8vu9b49ufu7tv032u_ske562601n916fumfv8eiiokhn2.txt',70209120,3 puzzle,3,ignore - too short
2013-07-09_14-18-25_cdherh4ms6st7m0anpv52f6dr1_socu7fbkf297g1op17ie56ia9va.txt',72794100,1 light bulbs,1,
2013-07-09_15-00-15_cdherh4ms6st7m0anpv52f6dr1_svis7rjni0fgllgpfssf7gc2ose.txt',72794100,2-3 resistor-puzzle,2,
2013-03-20_16-22-34_89pvauhne8vu9b49ufu7tv032u_sgmt5pl4ehr5v581ihhd4va69a4.txt',73538121,1 light bulbs,1,
2013-03-20_16-57-58_89pvauhne8vu9b49ufu7tv032u_sj5itbcgsgm75nc0d1etu62jkn5.txt',73538121,2-3 resistor-puzzle,2,
2013-03-20_14-33-53_89pvauhne8vu9b49ufu7tv032u_sqlmr72n4o0mlngrkbl4td1e6q7.txt',77882125,1 light bulbs,1,ignore - empty file
2013-03-20_16-21-11_89pvauhne8vu9b49ufu7tv032u_s7q0pc9rhpl89r82mrr4rch7108.txt',77882125,1 light bulbs,2,
2013-03-20_16-28-23_89pvauhne8vu9b49ufu7tv032u_sdpnk44ebu2r07ume0irurfp2m1.txt',77882125,1 light bulbs,3,
2013-03-20_16-56-54_89pvauhne8vu9b49ufu7tv032u_sj8a2jnj84na0k89qv961thkufj.txt',77882125,2 resistor,4,
2013-03-20_17-31-31_89pvauhne8vu9b49ufu7tv032u_sav8tsjplnsq9j70t4ip3rc6pqo.txt',77882125,3 puzzle,5,
2013-07-09_14-18-31_oafhlm7aonr6aefotnbig9i3ib_sduunt39jogjut249jbnf4ieioo.txt',77984114,1 light bulbs,1,
2013-07-09_15-04-42_oafhlm7aonr6aefotnbig9i3ib_st3h7q6sp8e9mm78muqkm2v77f0.txt',77984114,2 resistor,2,
2013-07-09_15-20-40_oafhlm7aonr6aefotnbig9i3ib_sq56p8ap5oal004ie043hqf2mt7.txt',77984114,3 puzzle,3,
2013-07-09_14-19-35_1oe1899cen7i62tokeeuceqvda_s3uikb1a5jsks6r8chv6oktriu3.txt',80308126,1 light bulbs,1,
2013-07-09_15-01-47_1oe1899cen7i62tokeeuceqvda_sds5o251cl43pi7te2p3vbrhaje.txt',80308126,2 resistor,2,ignore - empty file
2013-07-09_15-02-37_1oe1899cen7i62tokeeuceqvda_sbkesq7o3nkqdais1vgug9e4alr.txt',80308126,2 resistor,3,
2013-07-09_15-08-02_1oe1899cen7i62tokeeuceqvda_sh40h3odhf9idvp5sndp56d6j7h.txt',80308126,2-3 resistor-puzzle,4,drop first two minutes. Off task? Too short.
2013-03-22_11-56-01_89pvauhne8vu9b49ufu7tv032u_sukkhmi654b4imi68nvh158kvrf.txt',82224125,1 light bulbs,1,
2013-03-22_12-41-28_89pvauhne8vu9b49ufu7tv032u_sf14ffnhr5nr9rviop2hro6e6ro.txt',82224125,2-3 resistor-puzzle,2,
2002-05-09_01-47-51_89pvauhne8vu9b49ufu7tv032u_sbt60r9r57hie5uouhc934eii51.txt',82243121,1 light bulbs,1,
2002-05-09_02-00-58_89pvauhne8vu9b49ufu7tv032u_s6eh2ihvkihe1vdk810l8nrnamu.txt',82243121,1 light bulbs,2,drop first two minutes
2002-05-09_02-34-41_89pvauhne8vu9b49ufu7tv032u_sve0fa67pg5v5iei7pavvdq8vb9.txt',82243121,2-3 resistor-puzzle,3,
2002-05-02_21-16-24_89pvauhne8vu9b49ufu7tv032u_sun3nla1dfidbj54ger97n4f2ap.txt',82616120,1-2-3 all,1,
2002-05-02_22-36-52_89pvauhne8vu9b49ufu7tv032u_scfu3h0b0neslr6643s6r931poi.txt',82616120,3 puzzle,2,ignore - too short
2013-03-21_10-23-47_89pvauhne8vu9b49ufu7tv032u_son9o1uvbl2l0b6nffsu338ci0i.txt',82752122,1 light bulbs,1,
2013-03-21_11-06-48_89pvauhne8vu9b49ufu7tv032u_se1oleeoopseeakpq2t85l1f74h.txt',82752122,2-3 resistor-puzzle,2,
2013-07-11_13-14-42_q9g3p5fjj17mdjlq4otd6jl62a_s5pmr92db5173i2elf64rsii8cg.txt',82885110,1 light bulbs,1,
2013-07-11_13-58-32_q9g3p5fjj17mdjlq4otd6jl62a_snn1e5u9q8h36emfsjh7b819to7.txt',82885110,2 resistor,2,ignore - too short
2013-07-11_14-00-15_q9g3p5fjj17mdjlq4otd6jl62a_s4c4o2sq6rso4pa974ouugpo1g0.txt',82885110,2 resistor,3,
2013-07-11_14-25-13_q9g3p5fjj17mdjlq4otd6jl62a_snrjriqg2rlmk50qaot2p9an37j.txt',82885110,2-3 resistor-puzzle,4,
2013-03-20_14-29-27_89pvauhne8vu9b49ufu7tv032u_stbloena3b4r8jl2323lfc7ae2f.txt',83841128,1 light bulbs,1,student fell asleep…
2013-03-20_16-58-30_89pvauhne8vu9b49ufu7tv032u_sv7nl8f50mjbhepeqv4t75j62r6.txt',83841128,2 resistor,2,student fell asleep…
2013-07-09_14-18-20_fvu9sk2k96h08428rli8b7s0hj_s6tml92hbihrh9c1r3d51ig13hp.txt',85298121,1 light bulbs,1,
2013-07-09_14-59-11_fvu9sk2k96h08428rli8b7s0hj_su3mq5akhi9b95rp6uc6ci36f1u.txt',85298121,2-3 resistor-puzzle,2,
2013-03-21_10-24-13_od61k45b3o1oflrel3dkm8ign1_sqe1nbm7vmk1s86k6h7sfjed47j.txt',85458129,1 light bulbs,1,
2013-03-21_10-31-25_od61k45b3o1oflrel3dkm8ign1_s95ohf70jmr832cnevf01353pe9.txt',85458129,1 light bulbs,2,drop first two minutes
2013-03-21_10-40-00_od61k45b3o1oflrel3dkm8ign1_sldibar35jte8hklmgtqujbjbpe.txt',85458129,1 light bulbs,3,drop first two minutes
2013-03-21_11-07-29_od61k45b3o1oflrel3dkm8ign1_setkhqtm7jcu7ae84vs1h2dfbje.txt',85458129,2-3 resistor-puzzle,4,
2013-07-12_09-44-32_mqen1n0cuec20krsm433r9bd8a_sd7kc7ki3uld1kagou3liluuvg7.txt',85576116,1 light bulbs,1,
2013-07-12_10-28-16_mqen1n0cuec20krsm433r9bd8a_smj1ijkai5t08bade3bpslb7f18.txt',85576116,2-3 resistor-puzzle,2,
2013-07-10_10-14-31_depr3grfv1b2kcu778t4udole2_sir5d85gatumbcrie9pf6f2cf4e.txt',86170104,1 light bulbs,1,
2013-07-10_11-00-57_depr3grfv1b2kcu778t4udole2_suntj86tuavc91mi9ul3l7qodmh.txt',86170104,2-3 resistor-puzzle,2,
2002-05-08_21-20-34_89pvauhne8vu9b49ufu7tv032u_sm19h81b8f06ojkd68gvm655jlk.txt',87612126,1 light bulbs,1,
2002-05-08_22-03-04_89pvauhne8vu9b49ufu7tv032u_sf2k198m1rcet6dkpgglof9vunq.txt',87612126,2-3 resistor-puzzle,2,
2013-03-21_10-23-00_89pvauhne8vu9b49ufu7tv032u_sa49re4f9f7b2j4ld9m8bfccv23.txt',88156121,1 light bulbs,1,
2013-03-21_11-08-18_89pvauhne8vu9b49ufu7tv032u_s2k7c64n0ggeip7bk6ibtmueoi8.txt',88156121,2-3 resistor-puzzle,2,
2013-07-10_10-18-55_nbgtgfcjilr2o1kvm8v6mvpu2c_s4jf6anqj287s0obkl86ubt4to1.txt',89224093,1 light bulbs,1,
2013-07-10_11-03-41_nbgtgfcjilr2o1kvm8v6mvpu2c_s7i36ag2b2qg32vsl2apoa8to75.txt',89224093,2-3 resistor-puzzle,2,
2013-03-20_14-20-35_89pvauhne8vu9b49ufu7tv032u_supksmb6b7rt0umbgq1dt27pkf7.txt',89332129,1 light bulbs,1,ignore - empty file
2013-03-20_16-23-10_89pvauhne8vu9b49ufu7tv032u_s7q74v2edss9doj9tqgfg548bja.txt',89332129,1 light bulbs,2,
2013-03-20_16-54-34_89pvauhne8vu9b49ufu7tv032u_s2fn0o7s226pqvrmcfvs0tpsibs.txt',89332129,2-3 resistor-puzzle,3,
2013-07-11_13-59-53_oafhlm7aonr6aefotnbig9i3ib_s7v18l8lgog4ec3h03ii6povfut.txt',89337123,2 resistor,2,
2013-03-21_14-53-24_89pvauhne8vu9b49ufu7tv032u_svpk5ib0bnej2e7fg1d4ltnnvsi.txt',91203122,1 light bulbs,1,
2013-03-21_15-02-40_89pvauhne8vu9b49ufu7tv032u_spgvqj9d6n6ohfsgabptojvvroa.txt',91203122,1 light bulbs,2,drop first two minutes
2013-03-21_15-39-03_89pvauhne8vu9b49ufu7tv032u_shcv9rlkl0gf2dlour3p1s03vok.txt',91203122,2-3 resistor-puzzle,3,
2013-03-20_16-25-49_shvq8al1elki01ch51vcarhfn4_splgo5gjk3jdad06i9ms6u3kmnu.txt',91235128,1 light bulbs,1,
2013-03-20_17-06-14_shvq8al1elki01ch51vcarhfn4_s5sg1kjj519bqk2s33949r3reei.txt',91235128,2-3 resistor-puzzle,2,
2013-03-21_14-52-36_89pvauhne8vu9b49ufu7tv032u_soj0i1u9km6epa2oiqiv7v834i2.txt',94186123,1 light bulbs,1,
2013-03-21_15-39-07_89pvauhne8vu9b49ufu7tv032u_scmjbd95k88h1muc2j2qnv2d3uh.txt',94186123,2-3 resistor-puzzle,2,
2013-03-21_14-52-59_od61k45b3o1oflrel3dkm8ign1_sv6gd1gah45r18nr68ers03mhnl.txt',94792123,1 light bulbs,1,
2013-03-21_15-40-52_od61k45b3o1oflrel3dkm8ign1_sjhcqkiuser9nc8m8mo9fvfjc07.txt',94792123,2-3 resistor-puzzle,2,
2013-03-18_11-22-15_89pvauhne8vu9b49ufu7tv032u_s9j2us6ir61dh0todhd8er6picd.txt',96314111,1-2-3 all,1,
2013-03-21_10-23-22_89pvauhne8vu9b49ufu7tv032u_sjtspf8t159k1l9ad3ip0oumgvr.txt',98893124,1 light bulbs,1,
2013-03-21_10-27-21_89pvauhne8vu9b49ufu7tv032u_s5d58kejf1ei16ej8fs79tra7p0.txt',98893124,1 light bulbs,2,drop first two minutes
2013-03-21_11-08-54_89pvauhne8vu9b49ufu7tv032u_s3933je6s876k8jp9k285ngq9vh.txt',98893124,2-3 resistor-puzzle,3,
2002-05-05_22-16-45_89pvauhne8vu9b49ufu7tv032u_s4dcimjh1lnor6s21qp1mm5sh5h.txt',82920121,1-2-3 all,1,
2013-03-18_11-48-05_89pvauhne8vu9b49ufu7tv032u_sa8qlo9uvunr096srgh1lo0o2fl.txt',28622129,2 resistor,2,
2013-07-11_13-16-24_oafhlm7aonr6aefotnbig9i3ib_sobbb976kdanbl4cttpa0grjp4n.txt',89337123,1 light bulbs,1,
2002-05-08_01-13-44_89pvauhne8vu9b49ufu7tv032u_sc0d01aclvcf7ladogbad611q4b.txt',test account,exclude - test account,1,ignore - test account
2013-02-27_08-44-12_89pvauhne8vu9b49ufu7tv032u_s8kgjl7p293r1r2sr7cmbm1tirf.txt',test account,exclude - test account,2,ignore - test account
2013-03-06_15-48-00_89pvauhne8vu9b49ufu7tv032u_sniqanhruuiivks7o34629kn3u7.txt',test account,exclude - test account,3,ignore - test account
2013-03-18_11-32-44_89pvauhne8vu9b49ufu7tv032u_s8lcifje9bm70bhu10ba1kt8du2.txt',test account,exclude - test account,4,ignore - test account
2013-03-20_14-29-36_89pvauhne8vu9b49ufu7tv032u_sudepg5vjq0re01f4pgj9qodkqi.txt',test account,exclude - test account,5,ignore - test account
2013-03-20_14-32-27_89pvauhne8vu9b49ufu7tv032u_scdmejgjguegl0en2d7ss4qspeb.txt',test account,exclude - test account,6,ignore - test account
2013-03-20_14-36-41_7mc5madl1er1f3htfhhn550gbk_sv1nu1ea3avh6um1fs4kecbv9oc.txt',test account,exclude - test account,7,ignore - test account
